Filename=;TargetAz=;MeasuredDepression=
 hb03333.0000;216,491989;15,078125
 hb03334.0000;221,491989;15,167969
 hb03335.0000;226,491989;15,097656
 hb03337.0000;249,491989;15,066406
 hb03338.0000;254,491989;14,933594
 hb03341.0000;269,491974;15,195313
 hb03342.0000;274,491974;15,066406
 hb03343.0000;279,491974;14,988281
 hb03344.0000;284,491974;15,082031
 hb03347.0000;299,491974;15,117188
 hb03348.0000;304,491974;15,078125
 hb03351.0000;319,491974;15,0625
 hb03352.0000;324,491974;14,980469
 hb03353.0000;334,491974;15,050781
 hb03354.0000;339,491974;15,089844
 hb03355.0000;359,491974;15,144531
 hb03356.0000;4,491985;15,199219
 hb03358.0000;14,491985;15,210938
 hb03361.0000;29,491985;15,265625
 hb03363.0000;49,491985;15,164063
 hb03364.0000;59,491985;14,972656
 hb03365.0000;64,491989;14,855469
 hb03366.0000;69,491989;14,867188
 hb03367.0000;74,491989;15,007813
 hb03368.0000;79,491989;15,089844
 hb03375.0000;114,491989;14,910156
 hb03376.0000;119,491989;14,894531
 hb03377.0000;124,491989;14,851563
 hb03379.0000;134,491989;14,929688
 hb03380.0000;139,491989;14,890625
 hb03381.0000;144,491989;14,835938
 hb03382.0000;149,491989;14,855469
 hb03383.0000;154,491989;14,945313
 hb03384.0000;159,491989;14,996094
 hb03385.0000;164,491989;15,023438
 hb03386.0000;169,491989;15,03125
 hb03387.0000;174,491989;15,007813
 hb03395.0000;215,491989;15,246094
 hb03397.0000;230,491989;15,296875
 hb03398.0000;235,491989;15,433594
 hb03399.0000;240,491989;15,296875
 hb03400.0000;245,491989;15,226563
 hb03401.0000;250,491989;15,164063
 hb03402.0000;255,491989;15,117188
 hb03403.0000;265,491974;15,113281
 hb03405.0000;275,491974;14,988281
 hb03406.0000;280,491974;15,15625
 hb03407.0000;285,491974;15,222656
 hb03410.0000;300,491974;15,144531
 hb03414.0000;320,491974;15,136719
 hb03415.0000;325,491974;15,132813
 hb03416.0000;340,491974;15,082031
 hb03417.0000;350,491974;15,121094
 hb03418.0000;355,491974;15,253906
 hb03420.0000;15,491985;15,179688
 hb03422.0000;35,491985;15,078125
 hb03423.0000;45,491985;15,25
 hb03424.0000;50,491985;15,074219
 hb03426.0000;70,491989;15,167969
 hb03427.0000;75,491989;15,136719
 hb03428.0000;80,491989;15,136719
 hb03429.0000;85,491989;15,105469
 hb03434.0000;115,491989;15,085938
 hb03435.0000;120,491989;15,109375
 hb03436.0000;125,491989;15,085938
 hb03437.0000;130,491989;14,96875
 hb03438.0000;135,491989;14,902344
 hb03439.0000;140,491989;14,882813
 hb03440.0000;145,491989;14,929688
 hb03441.0000;150,491989;15,117188
 hb03442.0000;155,491989;15,234375
 hb03443.0000;160,491989;15,203125
 hb03444.0000;165,491989;15,117188
 hb03445.0000;170,491989;15,089844
 hb03446.0000;175,491989;15,09375
 hb04933.0000;332,491974;15,152344
 hb04934.0000;342,491974;14,949219
 hb04936.0000;352,491974;15,289063
 hb04938.0000;2,491985;14,980469
 hb04940.0000;17,491985;14,859375
 hb04945.0000;42,491985;14,8125
 hb04946.0000;47,491985;14,796875
 hb04947.0000;52,491985;14,757813
 hb04949.0000;62,491985;14,894531
 hb04950.0000;67,491989;15
 hb04951.0000;72,491989;15,273438
 hb04952.0000;77,491989;15,316406
 hb04954.0000;87,491989;15,203125
 hb04957.0000;102,491989;14,996094
 hb04958.0000;107,491989;15,09375
 hb04959.0000;112,491989;15,226563
 hb04961.0000;122,491989;15,277344
 hb04963.0000;132,491989;14,949219
 hb04965.0000;142,491989;15,136719
 hb04967.0000;152,491989;14,710938
 hb04968.0000;157,491989;14,800781
 hb04971.0000;172,491989;14,722656
 hb04973.0000;182,491989;14,886719
 hb04975.0000;192,491989;15,125
 hb04976.0000;197,491989;14,976563
 hb04977.0000;208,491989;15,046875
 hb04978.0000;213,491989;15,140625
 hb04980.0000;223,491989;14,882813
 hb04982.0000;233,491989;14,914063
 hb04984.0000;243,491989;15,054688
 hb04985.0000;248,491989;15,070313
 hb04986.0000;253,491989;14,890625
 hb04987.0000;258,491974;14,953125
 hb04988.0000;263,491974;15,113281
 hb04989.0000;268,491974;15
 hb04992.0000;283,491974;15,019531
 hb04993.0000;293,491974;15,109375
 hb04997.0000;318,491974;14,9375
 hb04998.0000;323,491974;14,992188
 hb04999.0000;328,491974;14,824219
 hb05000.0000;333,491974;14,90625
 hb05001.0000;338,491974;15,050781
 hb05002.0000;343,491974;14,976563
 hb05003.0000;348,491974;14,898438
 hb05004.0000;353,491974;15,121094
 hb05006.0000;3,491985;14,96875
 hb05008.0000;13,491985;15,179688
 hb05009.0000;18,491985;14,824219
 hb05011.0000;28,491985;14,953125
 hb05012.0000;33,491985;14,921875
 hb05014.0000;43,491985;14,847656
 hb05015.0000;48,491985;14,808594
 hb05016.0000;53,491985;14,90625
 hb05017.0000;58,491985;14,773438
 hb05019.0000;68,491989;14,824219
 hb05022.0000;83,491989;15,246094
 hb05024.0000;93,491989;15,382813
 hb05025.0000;98,491989;15,320313
 hb05026.0000;103,491989;15,308594
 hb05027.0000;108,491989;15,332031
 hb05028.0000;113,491989;15,21875
 hb05029.0000;118,491989;15,128906
 hb05030.0000;123,491989;15,171875
 hb05032.0000;133,491989;15,230469
 hb05033.0000;138,491989;15,238281
